CreditScore;Age;Tenure;EstimatedSalary;Exited
712;31;7;170333,38;0
748;40;0;60416,76;0
724;28;9;100240,2;0
691;50;6;2704,98;0
563;33;8;68815,05;0
741;32;5;64839,23;0
778;44;8;144494,94;0
848;22;7;185510,34;0
634;38;2;56055,72;0
505;40;6;155061,97;0
692;53;7;119817,19;0
537;47;6;16259,64;1
633;29;10;184654,87;0
833;28;4;5278,78;0
592;40;2;113244,73;0
587;48;1;8908,0;0
550;62;7;64490,67;0
680;24;10;154971,63;1
622;41;9;155786,39;0
594;28;0;129084,82;0
643;34;7;188533,11;0
540;25;5;13411,67;0
635;34;5;15733,19;0
657;32;3;73127,61;0
814;31;1;101704,19;0
600;32;1;101986,16;0
682;46;2;114442,66;0
682;38;4;15669,17;0
566;42;3;157486,1;0
550;34;3;131281,28;0
630;26;7;197001,15;0
546;58;3;128881,87;1
486;63;9;85101,0;0
762;35;9;149822,04;0
692;45;6;108040,86;1
498;30;1;135795,53;0
850;49;8;25867,67;1
603;35;6;130483,56;0
551;36;5;183479,12;0
627;27;0;77027,34;0
515;28;9;94141,75;0
605;29;3;4092,75;0
567;29;5;109257,59;0
568;29;2;104617,99;0
571;25;6;167705,07;0
634;48;2;103712,05;1
768;42;3;161242,99;1
554;36;3;6089,13;0
629;35;1;159777,37;0
638;48;2;7919,08;0
576;41;1;188274,6;0
661;42;9;27608,12;1
592;27;4;183569,25;0
702;30;2;145537,32;0
647;29;0;164717,95;0
593;43;9;76357,43;0
712;40;3;120158,72;1
625;31;8;151843,54;0
538;28;6;5698,97;0
637;22;5;122865,55;0
632;27;4;152665,85;0
736;27;5;192131,77;0
755;23;5;62851,6;0
425;39;5;140941,47;0
461;51;9;56767,67;1
745;21;4;177235,23;0
616;37;6;86242,18;0
587;33;5;34215,58;0
850;40;4;44406,17;0
601;38;0;165196,65;0
730;26;3;34542,41;0
532;44;3;74838,64;1
850;53;2;36980,54;0
779;34;5;111676,63;0
562;29;9;25858,68;0
670;40;2;177028,0;1
729;62;4;30990,16;1
767;44;2;136915,15;0
742;28;2;108457,99;1
669;44;8;131609,48;1
542;32;2;159737,56;0
586;29;3;142238,54;0
612;30;9;105890,55;1
740;37;7;194270,91;0
584;35;3;105443,47;0
524;52;2;173899,42;1
614;19;5;122823,34;0
598;64;9;13181,37;1
799;35;7;140780,8;0
724;34;2;78560,64;0
601;50;2;185855,21;0
804;25;7;128276,95;0
745;38;5;140197,42;0
667;43;1;32462,39;1
518;38;10;162253,9;0
819;38;10;30498,7;0
520;35;4;90280,7;0
625;39;5;32615,21;0
673;36;5;196142,26;0
656;27;3;16998,72;0
850;23;9;62980,96;0
574;28;7;185660,3;0
679;60;6;77331,77;0
530;42;0;97338,62;0
508;44;3;67234,33;0
558;32;4;143783,28;0
414;38;8;77661,12;1
648;42;2;89123,99;0
721;37;1;70810,8;0
751;31;8;17550,49;0
662;34;2;21497,27;0
628;29;3;124749,08;0
597;39;8;36051,46;1
698;40;0;143681,83;0
723;48;7;150694,58;0
586;28;5;170487,4;1
633;29;8;97684,46;0
564;31;4;53520,03;0
649;31;2;15200,61;0
622;30;4;196894,62;0
459;46;7;4969,13;1
718;27;2;26229,24;0
655;34;4;134034,32;0
696;22;9;198032,93;0
637;38;3;119882,86;0
630;21;1;133102,3;0
592;37;4;176395,02;0
634;37;1;193179,88;0
608;28;9;125062,02;0
565;32;9;143287,58;0
763;67;9;87236,4;0
665;55;8;93769,89;0
649;38;1;88965,46;0
695;45;3;30793,61;0
775;70;6;74532,02;0
788;39;3;113086,08;0
569;42;9;32574,01;1
726;56;8;130113,78;1
564;44;3;104722,47;1
544;32;9;14559,62;0
614;41;8;598,8;0
453;38;8;129697,99;0
471;58;4;36315,03;0
829;37;3;1114,12;0
754;57;2;70954,41;0
749;46;10;73470,98;0
667;23;1;91573,19;0
670;30;3;3154,95;0
670;33;7;88187,81;0
623;48;1;118855,26;1
571;32;5;125256,53;0
641;37;7;39016,43;0
551;30;2;145796,49;0
741;36;8;168816,22;0
472;31;4;73322,0;0
650;41;3;113677,53;1
625;45;7;124607,7;0
650;34;4;11276,48;0
535;38;8;136620,64;0
649;41;2;70523,92;0
689;22;4;51980,25;1
694;38;7;113481,02;0
655;52;9;49025,79;0
620;36;8;145937,99;0
577;35;10;25161,61;0
401;48;8;175753,55;1
599;25;6;24903,09;0
481;57;9;169719,35;1
704;42;8;179565,57;0
698;31;8;115337,74;1
480;28;6;48131,92;0
682;42;0;160828,98;0
700;31;7;145151,96;0
492;29;1;196293,76;0
444;45;4;161653,5;1
624;36;6;84635,64;0
709;37;7;159486,76;0
557;68;2;38596,34;0
646;50;6;27814,74;0
719;28;3;183893,31;0
706;47;6;140803,7;0
660;38;7;146585,53;0
667;36;9;40062,29;0
705;30;1;181300,32;0
598;27;10;84136,12;0
669;26;4;197594,34;0
580;38;1;125953,83;1
676;32;5;75465,41;0
714;28;7;177737,07;0
597;72;6;7144,46;0
559;29;1;155639,76;0
564;28;1;162428,05;0
850;51;3;12457,76;1
689;39;7;14917,09;0
758;61;8;182184,09;1
604;71;10;129984,2;0
733;38;9;194872,97;0
778;40;8;117507,11;0
732;61;9;157527,6;1
646;24;8;92612,88;0
597;33;6;74850,84;0
821;37;5;127413,0;0
640;43;7;69584,3;1
511;40;9;198814,24;1
805;46;6;162643,15;1
540;39;1;114092,52;0
705;44;0;68860,3;1
540;39;4;16150,34;0
532;66;3;115227,02;0
535;45;2;170621,55;0
627;23;5;103099,22;0
646;52;8;172495,81;1
515;25;7;38772,82;0
697;39;6;44946,29;0
652;27;2;146007,7;0
579;28;6;145558,42;0
760;43;8;193312,33;0
769;51;9;40257,79;0
498;29;8;46677,9;0
774;53;4;153887,93;1
705;43;7;103108,33;0
648;44;2;58652,23;0
688;51;5;91624,11;1
592;38;0;65986,48;1
705;33;3;113845,19;0
654;42;7;67607,9;0
624;32;2;145471,94;0
594;30;10;124071,71;0
695;34;9;67502,12;0
597;28;2;78707,97;0
758;52;7;171189,83;1
737;40;2;149381,32;0
694;37;1;100335,55;0
683;25;4;152698,24;0
538;30;8;41192,95;0
669;37;4;132540,33;0
730;34;5;96875,52;0
622;31;1;152305,47;0
714;33;10;49672,01;0
569;34;3;133997,53;0
668;59;5;50454,8;0
628;32;9;16402,11;0
600;40;1;67803,83;0
693;43;4;9241,78;0
704;36;7;100601,73;0
527;33;9;98734,15;0
553;43;6;160574,09;0
575;53;1;26015,8;0
626;32;0;187172,54;0
582;20;4;55763,66;0
683;40;8;75848,22;0
850;30;9;40313,47;0
653;35;6;23864,21;0
679;60;8;51380,9;0
549;49;6;93551,36;0
850;36;2;169415,54;0
558;32;1;6935,31;0
528;40;4;25399,7;0
801;38;5;66256,27;0
513;48;2;114709,13;1
666;38;6;158357,97;0
606;35;2;164815,59;0
599;45;10;132127,69;1
544;39;4;146637,45;0
529;38;7;90256,06;1
850;41;5;34827,43;0
497;41;9;22074,48;0
764;39;5;109805,17;0
603;48;5;100478,6;1
609;40;6;97416,34;0
487;53;4;24207,86;1
748;33;1;69132,66;0
710;75;5;9376,89;0
432;45;3;43046,7;1
534;51;3;20856,31;0
607;25;3;187048,72;0
551;32;4;53420,53;0
674;45;7;37013,29;0
525;25;6;89566,64;0
645;33;8;149913,84;0
755;43;9;18066,69;0
708;37;8;26912,34;0
715;21;6;173511,72;0
727;26;9;146785,44;0
559;27;1;1050,33;0
545;36;8;89587,34;1
524;22;9;74405,34;0
707;55;1;54409,48;0
671;38;0;3647,57;0
439;52;3;198874,52;1
667;36;1;53412,54;0
831;32;9;194867,78;0
545;33;7;150452,88;0
604;35;7;57807,05;0
657;67;5;107534,32;0
487;36;1;194073,33;0
750;52;6;126233,18;1
694;37;8;182354,46;1
711;35;2;120586,32;0
551;37;3;50578,4;0
559;38;8;86575,46;0
620;29;3;153392,28;0
660;42;5;115509,59;0
449;37;6;82176,48;0
703;26;1;63717,49;0
795;37;2;198745,94;0
594;31;9;5719,11;0
586;34;5;20058,61;0
613;30;5;170638,98;0
601;44;3;30607,11;0
657;50;9;37171,46;0
531;31;3;42589,33;0
621;47;7;66799,28;0
782;33;2;101866,39;0
528;29;9;49284,0;0
696;52;6;27445,4;1
586;35;7;70760,69;0
626;26;8;104502,02;1
498;73;2;165407,96;0
691;33;1;113580,79;0
568;47;7;45978,39;0
715;35;3;152012,36;0
680;32;7;77349,92;0
802;41;6;47322,05;0
539;22;0;38772,65;0
494;69;9;24489,44;0
594;38;6;14466,08;0
596;33;2;63142,12;0
649;52;8;41858,43;0
699;32;1;127443,82;1
787;40;6;84151,98;0
604;28;7;58595,64;0
489;52;1;37240,11;1
651;56;2;114522,68;1
698;57;6;72549,27;1
578;38;4;176712,59;1
538;42;9;152855,96;0
696;33;4;73371,65;0
507;46;8;70323,68;0
685;34;6;9663,28;0
705;41;4;142514,66;0
499;29;6;118623,94;0
717;76;9;68400,14;0
510;63;8;115291,86;0
632;32;6;170382,99;0
668;39;0;112946,67;1
744;32;4;79812,77;0
663;42;7;19862,78;0
638;37;7;158610,89;0
688;54;9;191212,63;1
588;46;8;61931,21;0
631;33;7;58043,02;1
687;35;8;22247,27;0
599;44;10;31448,52;0
718;28;6;146875,86;0
730;27;5;116081,93;0
533;39;2;73669,94;1
711;28;5;93959,96;0
555;26;9;158918,03;0
850;42;9;198193,75;0
678;41;9;13160,03;0
576;32;7;4660,91;0
835;20;4;180197,74;1
592;42;1;63023,02;0
774;36;7;118971,74;0
620;29;1;154700,61;0
519;39;4;97577,17;0
734;37;0;48990,5;0
763;31;7;140262,96;1
733;51;10;130189,53;0
650;43;6;16301,91;0
538;33;5;126962,41;0
577;46;1;158750,53;0
792;30;8;199644,2;0
686;41;10;144272,71;1
589;29;2;98320,27;0
530;25;9;64129,03;0
778;29;7;181221,09;0
616;31;7;163809,08;0
550;38;9;171457,06;1
655;51;3;15801,02;0
721;46;1;102950,79;0
499;36;5;174918,46;0
511;45;5;193160,25;1
579;39;5;5831,0;1
696;36;7;82298,59;0
681;34;7;130686,59;0
815;45;7;52885,23;1
681;30;2;68985,99;0
641;42;9;35367,19;0
591;56;9;196241,94;1
565;59;9;170705,53;0
487;37;6;126477,41;0
729;39;4;159618,17;0
505;45;9;195395,33;1
580;35;1;168285,85;0
642;40;1;138052,51;0
850;41;3;71179,31;0
616;39;2;55556,3;0
526;43;3;31705,19;0
523;35;8;186118,93;0
663;35;9;195580,28;0
840;30;8;54113,38;0
570;42;0;127528,84;0
676;26;1;60231,74;1
689;47;1;156878,42;1
703;45;1;182784,11;1
491;19;2;129690,5;0
584;49;8;113860,81;0
810;51;5;184524,74;0
745;59;8;36124,98;0
625;39;3;121316,07;0
535;29;2;185630,76;0
729;45;7;71133,12;0
655;26;7;32020,42;0
751;47;5;162760,96;0
525;33;1;175178,56;0
532;40;5;177099,71;0
696;43;4;66406,37;0
786;32;2;59559,81;0
580;55;6;175750,21;0
596;47;5;174311,3;0
683;39;4;171716,81;0
747;45;1;189362,39;1
602;33;5;180716,1;1
779;62;10;116977,89;0
551;31;1;185105,44;0
666;47;2;35046,97;1
526;30;8;36251,0;0
849;41;9;103174,5;0
471;27;4;122642,09;0
628;43;3;122937,57;0
674;43;8;8757,39;0
797;32;10;125782,29;0
590;29;2;122487,73;0
588;27;8;20066,38;0
577;29;7;55473,15;0
571;38;6;38962,94;0
680;36;3;63795,8;0
648;27;7;163060,43;0
618;39;2;26578,69;0
648;41;5;5066,76;0
759;39;6;140497,67;0
585;40;7;146156,98;0
774;42;3;199316,19;0
697;48;2;103944,37;0
605;39;10;138021,36;0
676;20;1;68621,98;0
678;22;4;28149,06;0
495;45;3;135169,76;1
787;85;10;116537,96;0
770;36;2;105922,69;0
817;45;9;88211,12;1
659;43;1;26900,63;0
693;21;1;3494,02;0
744;47;9;113163,17;0
829;26;8;19324,5;0
716;38;4;189678,7;0
671;34;7;26387,71;0
835;29;10;106276,55;0
636;38;1;45015,38;0
649;29;2;173495,77;0
621;27;1;52581,96;0
658;31;3;146339,27;1
784;48;7;182609,97;0
783;37;1;197890,65;0
615;32;4;6225,63;0
791;44;5;123977,86;1
762;53;1;170195,4;0
607;35;2;114190,3;0
601;34;5;27022,57;0
540;67;1;59457,0;0
812;44;4;165038,41;0
685;58;1;154181,41;0
680;33;1;134960,98;0
680;58;8;65708,5;0
631;33;8;117374,22;0
569;43;7;77703,19;0
584;33;3;177651,38;0
582;40;9;60954,45;0
609;32;7;151924,9;0
506;35;6;26318,73;0
503;42;8;147557,71;0
503;28;5;125918,17;0
806;31;10;190803,37;0
653;31;7;11043,54;0
666;43;7;119100,05;1
674;32;2;140579,17;0
798;32;7;37731,95;0
740;30;8;1852,58;0
531;32;0;172049,84;0
614;44;6;133591,11;1
556;35;10;192751,18;0
678;43;2;193828,27;0
587;33;6;55775,72;0
527;36;6;102280,29;0
757;34;1;44965,44;0
468;28;3;170661,02;0
693;29;2;197145,89;0
483;44;5;192359,9;1
466;40;4;141210,18;1
770;30;8;100557,03;0
734;54;3;130805,54;1
716;22;8;92606,98;0
439;36;2;123956,83;0
538;25;5;102758,43;0
743;40;8;94876,65;0
734;43;3;94811,85;1
656;37;2;67840,81;0
666;31;2;4050,57;0
627;41;5;134665,25;0
480;25;3;181647,13;0
792;19;7;33282,84;0
613;59;8;27965,0;1
476;30;3;68343,53;0
539;24;3;198161,07;0
696;60;8;196858,4;0
810;35;3;120511,03;0
763;32;9;30886,35;0
640;29;3;2743,69;0
655;47;10;167778,62;0
526;31;5;132404,64;0
678;28;4;144423,17;1
554;45;6;181204,5;0
597;30;2;182726,22;1
560;28;1;120880,72;0
850;47;10;26812,89;1
546;74;8;66732,63;1
623;42;1;100834,22;0
698;40;7;107815,31;1
620;32;7;34665,79;0
619;40;10;147093,84;1
561;21;4;36942,35;0
753;39;7;16460,77;0
721;43;3;45610,63;0
451;33;6;184954,11;0
680;51;5;47795,43;1
590;23;7;196789,9;0
634;27;3;173425,68;0
676;29;4;36221,18;0
642;30;8;174738,2;0
760;39;6;67131,3;1
736;26;4;165692,03;0
656;43;7;194691,95;0
776;33;8;129525,5;1
832;34;6;146511,2;0
631;37;9;51752,18;0
795;56;5;35418,69;1
648;39;3;57995,74;0
615;39;4;108152,75;0
682;27;1;166144,98;0
694;34;5;101737,8;0
694;37;10;33326,71;0
607;44;0;81140,09;0
664;48;10;140173,17;1
756;60;2;166513,49;1
645;40;3;103232,6;0
653;30;4;120736,04;0
710;24;2;15832,43;1
697;76;7;188772,45;0
619;41;8;114323,66;0
648;55;1;181534,04;0
482;48;2;102640,52;1
548;28;8;158585,17;1
752;44;6;178722,24;0
648;39;6;153955,38;1
643;34;8;65374,86;0
573;35;9;102986,15;0
686;39;3;136643,84;0
644;40;9;77063,63;1
702;29;6;9633,01;0
652;51;7;43496,36;0
641;32;7;24267,28;0
692;41;8;59354,24;1
574;34;5;28269,86;0
643;31;3;143162,34;0
834;23;4;20199,3;0
591;28;5;48606,92;0
470;34;9;89013,67;0
608;34;7;59890,29;0
649;37;8;106655,88;1
665;38;5;156439,56;0
651;39;6;24176,44;0
555;62;4;43507,1;1
637;48;7;132005,85;1
675;49;0;80496,71;1
677;40;5;88947,56;0
850;35;2;12639,67;1
815;56;3;94248,16;1
665;32;1;11865,76;0
485;27;3;141449,86;0
577;43;6;149457,81;0
586;35;7;119814,25;1
722;29;1;24924,92;0
528;27;7;139481,53;0
542;39;4;41268,65;0
552;34;5;1351,41;0
678;60;10;147489,76;1
575;37;9;111175,09;0
669;43;1;95963,14;0
636;43;6;43128,95;0
667;55;9;137674,96;1
652;45;9;153383,54;1
637;36;10;96660,76;0
516;45;8;115818,16;0
801;32;4;37898,5;0
692;42;2;145222,93;0
585;28;6;41219,09;0
590;32;5;59249,83;0
554;66;8;116747,62;0
659;49;1;116249,72;1
690;26;3;61257,83;0
697;29;0;141798,98;0
610;36;4;102638,35;0
599;36;4;13210,56;0
544;23;1;35550,97;0
548;46;1;104469,06;1
635;24;4;142935,83;0
722;20;6;195486,28;0
564;33;4;63170,0;0
719;69;3;58320,06;0
547;50;3;177747,03;1
850;42;8;19632,64;1
515;60;9;18424,24;1
667;56;2;18897,78;0
607;36;8;97879,02;0
525;26;7;63197,88;0
606;53;1;75860,01;0
686;27;1;78622,46;0
611;35;10;23598,23;1
827;46;1;13460,27;0
572;33;9;19998,31;0
726;32;8;185075,63;0
579;31;6;135815,38;0
598;56;4;44251,33;0
663;36;10;136349,55;0
505;37;10;52693,99;0
576;30;7;93767,03;0
555;24;2;197866,55;0
524;30;1;126812,85;0
776;39;2;79503,05;0
645;41;2;129936,53;1
850;32;0;175094,62;0
603;35;1;130379,5;0
691;26;9;153228,0;0
583;29;10;111285,85;0
584;66;5;49553,38;1
679;33;6;98015,85;0
646;36;6;88481,32;0
559;34;5;66879,27;0
595;36;6;24802,77;0
527;47;1;21312,16;1
684;34;9;190263,78;0
673;32;0;72873,33;0
802;38;7;57764,65;0
675;54;6;110273,84;1
762;19;6;55500,17;0
580;50;0;57541,08;1
621;31;8;90384,26;0
411;36;10;120694,35;0
815;24;7;178028,96;0
631;32;2;180990,29;0
514;45;3;155407,21;1
638;57;6;33676,48;1
791;25;7;89666,28;0
516;35;5;127558,26;0
734;37;3;77272,62;0
611;58;8;107665,68;1
850;43;0;184044,8;1
641;31;10;91510,71;0
585;38;5;87363,56;0
552;50;4;117505,07;1
507;29;4;180626,68;0
735;38;7;93478,96;0
707;58;3;114672,64;0
698;36;7;13387,88;0
841;31;2;173240,52;0
688;33;2;27557,18;1
614;51;3;5552,37;0
511;48;6;88307,87;1
447;43;2;33879,26;1
738;35;5;181429,87;0
422;33;2;102655,31;0
537;30;1;96555,42;0
707;40;3;189366,03;0
690;54;5;12847,61;1
664;33;7;143433,33;0
850;33;7;183983,82;0
584;32;9;169137,24;0
728;59;4;163365,85;1
560;43;4;123181,44;1
629;31;6;16447,6;1
658;25;3;173948,4;0
794;54;1;192154,66;0
790;41;2;198224,38;0
640;44;7;67202,74;0
652;37;7;68789,93;0
583;57;3;147964,99;1
775;32;2;161069,73;0
584;39;2;127749,61;0
635;48;4;191914,37;0
814;48;9;185791,9;0
735;43;9;184570,04;1
678;31;1;130446,65;0
693;37;1;82867,55;0
640;30;6;187632,22;0
773;23;8;56759,79;0
736;30;9;34180,33;0
693;28;8;158545,25;0
496;41;1;182337,98;0
751;39;3;84175,34;0
528;39;0;22197,8;1
754;19;9;189641,11;0
568;26;10;154491,39;0
592;41;2;90020,74;0
558;25;10;197264,35;0
825;34;9;31933,06;0
677;28;0;8755,69;1
653;34;5;52820,13;0
593;35;4;20008,46;0
632;44;3;34607,14;1
601;35;8;177384,45;0
786;62;8;165702,64;0
654;40;3;167889,1;0
572;38;7;133122,62;0
813;62;10;140454,14;0
523;28;2;59938,81;0
506;50;3;12016,79;0
513;72;3;81251,24;0
664;31;7;134169,85;0
684;54;6;94888,6;0
608;63;3;175696,16;1
527;25;6;96758,58;0
666;53;5;128019,48;1
779;71;3;146895,36;1
629;40;6;139356,3;0
430;35;1;2923,61;0
712;24;2;121232,51;0
682;30;9;2053,42;0
634;41;8;6382,46;0
487;31;1;158750,13;0
808;47;8;74028,36;0
527;32;7;44099,75;0
637;50;4;17323,0;1
802;40;5;175043,69;0
529;38;2;146388,85;1
850;43;3;2465,8;0
738;18;4;47799,15;0
817;34;5;165562,84;0
735;31;3;72927,68;0
619;41;5;38270,47;0
671;27;5;120893,07;0
581;31;6;188377,21;0
690;36;10;55902,93;0
579;56;4;4523,74;1
688;24;3;102195,16;0
599;28;4;60843,09;1
729;29;5;25548,47;0
718;29;3;134462,29;0
712;53;6;132702,64;0
474;37;3;75698,44;0
565;33;8;105642,43;0
658;31;7;102153,75;0
714;63;4;166677,54;0
725;45;1;24218,65;0
825;40;6;117122,5;0
665;45;5;51871,95;1
670;35;2;84321,03;0
474;34;9;160213,27;0
591;40;2;88695,19;0
508;31;7;6123,15;0
695;36;2;167749,54;0
660;24;5;71638,0;0
687;41;10;198064,52;0
658;29;5;54914,92;0
705;33;5;190659,17;1
739;60;4;51637,67;0
844;38;7;119333,38;0
602;48;7;127095,14;0
759;33;9;93541,14;0
747;38;2;89289,54;0
673;47;1;108762,16;0
671;34;5;28238,25;1
640;74;2;34130,43;0
581;40;0;7926,35;1
630;67;5;27330,27;0
703;33;8;79997,14;0
698;47;6;50213,81;1
742;43;6;60920,03;1
652;37;4;197699,8;1
644;37;2;92809,73;0
735;55;2;163516,16;0
777;58;4;62449,07;1
644;40;4;115800,1;1
665;37;3;110359,68;1
529;72;5;78695,68;0
803;45;7;128378,04;0
604;26;3;155248,62;0
738;49;6;123499,27;0
655;72;5;99920,41;0
698;39;9;53289,49;0
775;66;9;67622,34;0
735;41;7;11783,1;1
766;41;6;62402,38;0
537;84;8;186235,98;0
599;25;7;79005,95;0
420;55;4;144870,28;1
674;32;7;95481,0;0
570;46;3;820,46;0
623;33;8;174777,98;0
710;30;6;8991,17;0
466;29;6;2797,27;0
759;22;5;22303,17;0
581;71;4;197562,08;0
820;33;2;23067,97;0
759;41;9;190294,12;0
628;31;6;113167,17;1
676;31;3;124777,14;0
591;33;4;124625,08;0
690;26;5;49599,27;0
624;62;7;151411,5;0
573;23;2;122964,18;0
694;60;9;57088,97;0
632;29;7;7820,78;0
632;40;3;149188,41;0
832;40;9;134638,97;0
598;46;7;184980,23;1
430;36;1;122373,42;0
711;37;8;80215,2;0
582;26;6;14081,64;0
605;39;3;199390,45;0
657;37;2;7667,48;0
578;40;6;74965,61;1
532;38;9;30583,95;0
612;42;10;149682,78;0
792;42;2;92664,09;0
674;26;10;138423,1;0
680;31;1;3148,2;0
593;39;0;197933,5;0
679;35;1;37341,17;0
493;32;8;79577,4;0
688;42;5;197602,29;0
769;43;4;87537,32;0
581;49;10;41623,59;0
465;41;9;168280,95;0
641;35;4;125986,18;0
731;43;9;548,52;1
625;37;1;96088,54;0
468;36;3;107787,42;0
790;26;5;20510,79;0
587;37;6;192026,02;0
692;66;4;118188,15;0
676;34;4;189540,95;0
571;41;8;63736,17;0
700;32;3;95740,37;0
445;30;3;127939,19;0
746;36;7;193438,69;0
722;47;2;90655,94;1
596;36;2;12067,39;0
850;30;8;54191,38;0
597;46;4;58667,16;1
436;43;5;35687,43;0
660;28;1;14288,93;0
649;37;9;247,36;0
646;32;8;78111,84;1
560;31;5;79547,39;0
710;49;10;193266,72;0
513;40;3;105028,46;0
607;21;0;116106,52;0
757;57;3;53179,21;1
619;40;9;140947,05;0
612;24;1;171837,06;0
842;29;8;123437,05;0
713;33;6;197519,66;1
657;36;8;183058,51;1
770;37;9;22710,72;0
773;40;10;69303,15;0
470;39;5;63705,9;0
781;35;4;116429,51;0
428;62;1;58381,77;0
600;43;8;177378,66;1
697;37;7;35450,53;0
692;43;2;164621,43;0
791;28;4;174435,48;0
538;42;1;94047,75;0
820;49;1;119087,25;0
679;26;3;184800,27;0
649;36;2;75035,48;0
632;27;3;62703,38;0
594;40;9;190882,69;0
682;42;0;91981,85;1
720;33;6;91881,29;0
769;31;4;7118,02;0
746;30;1;11710,4;1
623;40;7;25904,12;0
537;28;3;86911,49;0
468;46;7;10958,18;0
588;30;0;5790,9;1
729;34;9;42855,97;0
543;37;3;78915,68;0
499;39;6;81409,0;0
784;28;2;179252,73;0
604;33;3;42171,13;1
614;25;10;58965,04;0
671;31;7;102681,32;0
587;35;3;125553,52;0
593;43;10;53478,02;0
453;29;6;198376,02;1
570;35;6;105525,36;0
655;45;7;47349,0;0
632;47;3;178822,32;0
681;37;7;72127,83;0
591;46;4;163504,33;0
779;27;1;190623,02;0
456;63;1;140758,07;1
686;41;7;132374,41;0
617;74;10;53949,98;0
850;32;5;121982,73;0
646;30;10;136983,77;0
735;46;2;114371,33;1
543;35;5;62389,35;0
490;37;3;24435,77;0
640;45;1;10908,33;0
445;45;10;90977,48;0
761;36;9;81062,93;0
426;34;3;61230,83;0
777;37;1;126837,72;0
534;35;2;115668,53;0
777;42;5;38819,45;0
806;18;3;86994,54;0
790;33;10;195204,99;0
643;32;2;131301,74;0
584;37;8;100835,19;0
638;34;7;198969,78;0
771;18;1;41542,95;0
600;39;5;118272,07;0
661;41;5;69586,27;1
554;43;10;149629,13;1
627;49;4;146680,25;0
659;38;9;132809,18;0
835;35;6;28707,69;0
763;35;7;104706,29;0
625;31;4;75335,68;0
799;30;9;136827,96;0
849;69;7;139065,94;0
692;28;5;70179,91;0
623;24;5;116160,04;0
453;42;5;83008,49;1
408;84;8;188484,52;1
778;37;0;133699,82;1
695;42;5;72172,13;1
677;44;4;191057,76;0
662;37;5;48233,75;0
534;29;7;79178,31;0
602;59;7;162347,05;0
554;43;2;7611,61;1
667;42;6;88890,05;0
672;43;5;63833,09;0
838;67;4;78310,04;0
692;34;4;37898,91;0
675;49;8;179521,24;1
731;33;1;130726,96;0
468;32;8;198714,29;0
542;43;6;89543,25;0
662;35;6;2423,9;1
770;37;5;180326,83;0
675;61;5;166305,16;1
647;51;4;29883,63;0
604;31;6;192029,19;0
833;39;3;1710,89;0
741;40;4;135163,76;1
658;36;1;84927,42;0
528;36;1;149912,28;1
590;60;6;88206,04;1
675;34;1;163667,56;0
765;41;4;100153,43;0
650;64;7;32275,09;1
817;44;8;65501,91;1
699;31;10;189392,66;0
495;34;9;116069,24;1
491;61;8;139861,53;0
847;51;5;144184,06;1
676;30;5;157888,5;0
746;25;3;71911,3;0
470;31;2;45033,75;0
714;20;3;150465,93;0
695;50;8;126381,6;1
674;46;2;90189,72;1
664;36;6;122433,09;0
697;31;3;123825,83;0
670;68;4;11426,7;0
541;32;4;114951,42;0
640;66;9;184636,05;0
647;28;8;91055,27;0
757;23;2;93991,65;0
704;39;1;116511,12;1
778;31;9;190631,23;0
639;41;5;199970,74;0
637;33;5;139947,17;0
686;35;4;8816,37;0
577;43;8;135650,72;1
506;28;8;24577,34;0
757;28;7;131249,46;0
826;55;4;140126,17;0
721;41;2;168219,75;0
489;40;3;171867,08;0
446;51;4;70613,52;0
677;37;3;117946,3;0
769;29;2;84872,66;0
677;56;5;60590,72;1
555;62;10;8444,5;0
652;37;9;159132,83;0
722;32;5;76998,69;0
643;36;0;55835,66;0
796;40;1;177524,19;0
720;37;8;45985,52;0
613;41;7;60297,72;0
506;57;6;194421,12;1
608;50;6;93568,77;1
667;77;2;34702,92;0
750;47;7;54473,6;1
610;33;4;113943,17;0
588;34;10;153727,32;0
479;26;1;19116,97;0
682;37;5;112554,68;0
677;36;7;47318,75;0
850;40;6;36690,49;0
580;56;1;106918,67;1
746;21;8;194563,65;0
635;37;3;91086,73;0
664;25;6;108008,65;0
558;36;0;172363,52;0
415;46;9;178587,36;1
798;60;6;31907,44;1
792;29;4;18922,18;1
489;46;8;147222,95;1
730;33;0;1474,79;0
773;41;4;24924,92;0
711;36;9;46884,1;0
592;55;8;128918,42;0
695;27;6;105291,26;0
640;33;1;145381,65;0
470;31;4;103792,53;0
789;37;6;71121,04;1
604;39;7;52327,57;0
493;35;8;197428,64;0
671;48;8;83210,84;0
656;46;9;193099,43;0
739;19;5;193008,52;0
560;26;3;157567,37;0
827;47;8;108977,5;0
681;23;7;147759,84;0
740;37;5;27528,4;0
663;31;4;36479,27;0
845;52;0;31726,76;1
555;27;5;96398,51;0
680;48;8;139558,6;1
638;39;0;95007,8;0
640;62;3;101663,47;0
778;42;6;106197,44;0
679;45;3;48466,89;0
593;32;3;151978,36;0
788;55;3;13288,46;1
770;70;9;22666,77;1
729;67;2;102391,06;0
545;47;8;67830,2;1
597;41;4;92090,36;0
537;38;3;141023,01;0
732;79;10;104222,8;0
542;34;8;196395,05;0
688;46;0;6866,31;0
542;33;8;77737,86;0
754;35;6;106116,84;0
750;37;6;117948,0;1
731;30;7;184581,68;0
