Temperature,Fuel_Price,CPI,Unemployment,High_Sales
50.63,3.158,222.4167852,7.197,1
59.69,3.159,222.6426418,7.197,1
54.29,3.112,222.8258628,7.197,1
48.86,3.129,223.0090839,7.197,1
54.44,3.157,223.1923049,6.833,1
53.1,3.261,223.3755259,6.833,1
56.43,3.268,223.4700552,6.833,1
58.36,3.29,223.5645845,6.833,1
60.24,3.36,223.6591137,6.833,1
52.23,3.409,223.753643,6.833,1
52.77,3.51,223.9170153,6.833,1
61.11,3.555,224.1320199,6.833,1
62.61,3.63,224.3470245,6.833,1
61.44,3.669,224.5620291,6.833,1
64.21,3.734,224.7166953,6.833,1
67.16,3.787,224.7909104,6.833,1
70.23,3.845,224.8651254,6.833,1
74.19,3.891,224.9393405,6.664,1
72.74,3.891,225.0135556,6.664,1
71.97,3.877,225.0689541,6.664,1
73.4,3.814,225.1243526,6.664,1
79.07,3.749,225.1797511,6.664,1
75.13,3.688,225.2351496,6.664,1
72.53,3.63,225.2512024,6.664,1
78.44,3.561,225.2515168,6.664,1
81.67,3.501,225.2518313,6.664,1
82.1,3.452,225.2521458,6.664,1
84.97,3.393,225.2644795,6.664,1
83.26,3.346,225.3068615,6.664,1
87.86,3.286,225.3492435,6.664,1
83.44,3.227,225.3916254,6.334,1
82.46,3.256,225.4340074,6.334,1
82.41,3.311,225.4438827,6.334,1
85.43,3.407,225.4537579,6.334,1
86.94,3.417,225.4636332,6.334,1
86.21,3.494,225.4735085,6.334,1
87.73,3.571,225.5558664,6.334,1
83.17,3.62,225.6925864,6.334,1
86.49,3.638,225.8293063,6.334,1
85.17,3.73,225.9660263,6.334,1
79.61,3.717,226.1122067,6.334,1
73.64,3.721,226.3151496,6.334,1
77.67,3.666,226.5180926,6.334,1
73.37,3.617,226.7210356,6.034,1
69.94,3.601,226.9239785,6.034,1
73.77,3.594,226.9688442,6.034,1
74.26,3.506,226.9873637,6.034,1
49.47,2.962,126.4420645,13.975,1
47.87,2.946,126.4962581,13.975,1
54.83,2.915,126.5262857,13.975,1
50.23,2.825,126.5522857,13.975,1
53.77,2.987,126.5782857,13.975,1
50.11,2.925,126.6042857,13.975,1
59.57,3.054,126.6066452,13.975,1
60.06,3.083,126.6050645,13.975,1
59.84,3.086,126.6034839,14.099,1
59.25,3.09,126.6019032,14.099,1
64.95,3.109,126.5621,14.099,0
64.55,3.05,126.4713333,14.099,1
67.38,3.105,126.3805667,14.099,0
70.15,3.127,126.2898,14.099,1
68.44,3.145,126.2085484,14.099,1
76.2,3.12,126.1843871,14.099,0
67.84,3.058,126.1602258,14.099,0
81.39,2.941,126.1360645,14.099,1
90.84,2.949,126.1119032,14.099,1
81.06,3.043,126.114,14.099,0
87.27,3.084,126.1266,14.099,0
91.98,3.105,126.1392,14.18,0
90.37,3.1,126.1518,14.18,0
97.18,3.094,126.1498065,14.18,0
99.22,3.112,126.1283548,14.18,0
96.31,3.017,126.1069032,14.18,0
92.95,3.123,126.0854516,14.18,1
87.01,3.159,126.064,14.18,0
92.81,3.041,126.0766452,14.18,0
93.19,3.129,126.0892903,14.18,1
83.12,3.087,126.1019355,14.18,1
83.63,3.044,126.1145806,14.18,0
82.45,3.028,126.1454667,14.18,0
81.77,2.939,126.1900333,14.18,0
85.2,3.001,126.2346,14.313,0
71.82,3.013,126.2791667,14.313,0
75.0,2.976,126.3266774,14.313,0
68.85,3.014,126.3815484,14.313,0
61.09,3.016,126.4364194,14.313,0
65.49,3.129,126.4912903,14.313,0
57.79,3.13,126.5461613,14.313,0
58.18,3.161,126.6072,14.313,0
47.66,3.162,126.6692667,14.313,1
43.33,3.041,126.7313333,14.313,1
50.01,3.203,126.7934,14.313,1
52.77,3.236,126.8794839,14.313,1
52.02,3.236,126.9835806,14.313,1
45.64,3.148,127.0876774,14.313,0
37.64,3.287,127.1917742,14.021,0
43.15,3.312,127.3009355,14.021,0
53.53,3.223,127.4404839,14.021,0
50.74,3.342,127.5800323,14.021,0
45.14,3.348,127.7195806,14.021,1
51.3,3.381,127.859129,14.021,1
53.35,3.43,127.99525,14.021,1
48.45,3.53,128.13,14.021,1
51.72,3.674,128.26475,14.021,1
57.75,3.818,128.3995,14.021,1
64.21,3.692,128.5121935,14.021,1
54.4,3.909,128.6160645,14.021,0
63.63,3.772,128.7199355,13.736,1
64.47,4.003,128.8238065,13.736,1
57.63,3.868,128.9107333,13.736,1
72.12,4.134,128.9553,13.736,1
68.27,4.151,128.9998667,13.736,1
68.4,4.193,129.0444333,13.736,1
70.93,4.202,129.089,13.736,1
66.59,4.169,129.0756774,13.736,0
76.67,4.087,129.0623548,13.736,1
71.81,4.031,129.0490323,13.736,1
78.72,3.981,129.0357097,13.736,1
86.84,3.935,129.0432,13.736,1
88.95,3.898,129.0663,13.736,1
89.85,3.842,129.0894,13.503,1
89.9,3.705,129.1125,13.503,0
88.1,3.692,129.1338387,13.503,0
91.17,3.794,129.1507742,13.503,0
93.29,3.805,129.1677097,13.503,0
90.61,3.803,129.1846452,13.503,1
91.04,3.701,129.2015806,13.503,0
91.74,3.743,129.2405806,13.503,1
94.61,3.74,129.2832581,13.503,1
93.66,3.798,129.3259355,13.503,1
88.0,3.913,129.3686129,13.503,0
76.36,3.918,129.4306,13.503,0
82.95,3.789,129.5183333,13.503,0
83.26,3.877,129.6060667,13.503,0
70.44,3.827,129.6938,12.89,0
67.31,3.805,129.7706452,12.89,0
73.05,3.842,129.7821613,12.89,0
67.41,3.727,129.7936774,12.89,1
59.77,3.828,129.8051935,12.89,1
48.76,3.824,129.8167097,12.89,1
54.2,3.813,129.8268333,12.89,1
53.25,3.622,129.8364,12.89,1
52.5,3.701,129.8459667,12.89,1
42.17,3.644,129.8555333,12.89,1
43.29,3.6,129.8980645,12.89,1
45.4,3.541,129.9845484,12.89,1
44.64,3.428,130.0710323,12.89,1
50.43,3.599,130.1575161,12.187,0
48.07,3.657,130.244,12.187,0
46.2,3.66,130.2792258,12.187,0
50.43,3.675,130.3144516,12.187,0
50.58,3.702,130.3496774,12.187,1
52.27,3.722,130.3849032,12.187,1
51.8,3.781,130.4546207,12.187,1
53.13,3.95,130.5502069,12.187,1
52.27,4.178,130.6457931,12.187,1
54.54,4.25,130.7413793,12.187,1
64.44,4.273,130.8261935,12.187,1
56.26,4.038,130.8966452,12.187,1
64.36,4.294,130.9670968,12.187,1
64.05,4.121,131.0375484,11.627,1
64.28,4.254,131.108,11.627,1
66.73,4.222,131.1173333,11.627,1
77.99,4.193,131.1266667,11.627,1
76.03,4.171,131.136,11.627,1
77.27,4.186,131.1453333,11.627,1
84.51,4.11,131.0983226,11.627,1
83.84,4.293,131.0287742,11.627,1
78.11,4.277,130.9592258,11.627,1
84.83,4.103,130.8896774,11.627,1
85.94,4.144,130.8295333,11.627,1
91.61,4.014,130.7929,11.627,1
90.47,3.875,130.7562667,11.627,0
89.13,3.765,130.7196333,10.926,1
95.61,3.723,130.683,10.926,0
85.53,3.726,130.7012903,10.926,0
93.47,3.769,130.7195806,10.926,0
88.16,3.76,130.737871,10.926,0
95.91,3.811,130.7561613,10.926,1
94.87,4.002,130.7909677,10.926,1
85.32,4.055,130.8381613,10.926,1
89.78,4.093,130.8853548,10.926,1
88.52,4.124,130.9325484,10.926,0
83.64,4.133,130.9776667,10.926,0
82.97,4.125,131.0103333,10.926,0
81.22,3.966,131.043,10.926,0
81.61,3.966,131.0756667,10.199,1
71.74,4.468,131.1083333,10.199,0
68.66,4.449,131.1499677,10.199,1
65.95,4.301,131.1930968,10.199,1
31.53,2.666,126.4420645,8.316,1
33.16,2.671,126.4962581,8.316,1
35.7,2.654,126.5262857,8.316,1
29.98,2.667,126.5522857,8.316,1
40.65,2.681,126.5782857,8.316,1
37.62,2.733,126.6042857,8.316,1
42.49,2.782,126.6066452,8.316,1
41.48,2.819,126.6050645,8.316,1
42.15,2.842,126.6034839,8.107,1
38.97,2.877,126.6019032,8.107,1
50.39,2.915,126.5621,8.107,1
55.66,2.936,126.4713333,8.107,1
48.33,2.941,126.3805667,8.107,1
44.42,2.948,126.2898,8.107,1
50.15,2.962,126.2085484,8.107,1
57.71,2.95,126.1843871,8.107,1
53.11,2.908,126.1602258,8.107,1
59.85,2.871,126.1360645,8.107,1
65.24,2.841,126.1119032,8.107,1
58.41,2.819,126.114,8.107,1
71.83,2.82,126.1266,8.107,1
78.82,2.814,126.1392,7.951,1
71.33,2.802,126.1518,7.951,1
77.79,2.791,126.1498065,7.951,1
82.27,2.797,126.1283548,7.951,1
78.94,2.797,126.1069032,7.951,1
81.24,2.802,126.0854516,7.951,1
74.93,2.837,126.064,7.951,1
76.34,2.85,126.0766452,7.951,1
75.31,2.854,126.0892903,7.951,1
65.71,2.868,126.1019355,7.951,1
65.74,2.87,126.1145806,7.951,1
66.84,2.875,126.1454667,7.951,1
68.22,2.872,126.1900333,7.951,1
68.74,2.853,126.2346,7.795,1
63.03,2.841,126.2791667,7.795,1
54.12,2.845,126.3266774,7.795,1
56.89,2.849,126.3815484,7.795,1
45.12,2.841,126.4364194,7.795,1
49.96,2.831,126.4912903,7.795,1
42.55,2.831,126.5461613,7.795,1
42.0,2.842,126.6072,7.795,1
28.22,2.83,126.6692667,7.795,1
25.8,2.812,126.7313333,7.795,1
36.78,2.817,126.7934,7.795,1
35.21,2.842,126.8794839,7.795,1
34.9,2.846,126.9835806,7.795,1
26.79,2.868,127.0876774,7.795,1
16.94,2.891,127.1917742,7.47,1
20.6,2.903,127.3009355,7.47,1
34.8,2.934,127.4404839,7.47,1
31.64,2.96,127.5800323,7.47,1
23.35,2.974,127.7195806,7.47,1
30.83,3.034,127.859129,7.47,1
40.85,3.062,127.99525,7.47,1
33.17,3.12,128.13,7.47,1
34.23,3.23,128.26475,7.47,1
41.28,3.346,128.3995,7.47,1
44.69,3.407,128.5121935,7.47,1
42.38,3.435,128.6160645,7.47,1
42.49,3.487,128.7199355,7.193,1
42.75,3.547,128.8238065,7.193,1
41.72,3.616,128.9107333,7.193,1
47.55,3.655,128.9553,7.193,1
43.85,3.683,128.9998667,7.193,1
47.75,3.744,129.0444333,7.193,1
52.4,3.77,129.089,7.193,1
52.12,3.802,129.0756774,7.193,1
54.62,3.778,129.0623548,7.193,1
52.76,3.752,129.0490323,7.193,1
61.39,3.732,129.0357097,7.193,1
63.35,3.704,129.0432,7.193,1
66.38,3.668,129.0663,7.193,1
74.29,3.613,129.0894,6.877,1
77.3,3.563,129.1125,6.877,1
75.59,3.553,129.1338387,6.877,1
78.5,3.563,129.1507742,6.877,1
77.62,3.574,129.1677097,6.877,1
75.56,3.595,129.1846452,6.877,1
75.95,3.606,129.2015806,6.877,1
76.68,3.578,129.2405806,6.877,1
81.53,3.57,129.2832581,6.877,1
77.0,3.58,129.3259355,6.877,1
70.19,3.619,129.3686129,6.877,1
67.54,3.641,129.4306,6.877,1
63.6,3.648,129.5183333,6.877,1
68.28,3.623,129.6060667,6.877,1
60.62,3.592,129.6938,6.392,1
51.74,3.567,129.7706452,6.392,1
54.66,3.579,129.7821613,6.392,1
47.41,3.567,129.7936774,6.392,1
43.51,3.538,129.8051935,6.392,1
33.8,3.513,129.8167097,6.392,1
40.65,3.489,129.8268333,6.392,1
38.89,3.445,129.8364,6.392,1
33.94,3.389,129.8459667,6.392,1
24.82,3.341,129.8555333,6.392,1
27.85,3.282,129.8980645,6.392,1
24.76,3.186,129.9845484,6.392,1
31.53,3.119,130.0710323,6.392,1
33.8,3.08,130.1575161,6.104,1
25.61,3.056,130.244,6.104,1
32.71,3.047,130.2792258,6.104,1
34.32,3.058,130.3144516,6.104,1
31.39,3.077,130.3496774,6.104,1
33.73,3.116,130.3849032,6.104,1
36.57,3.119,130.4546207,6.104,1
35.38,3.145,130.5502069,6.104,1
32.36,3.242,130.6457931,6.104,1
38.24,3.38,130.7413793,6.104,1
52.5,3.529,130.8261935,6.104,1
47.83,3.671,130.8966452,6.104,1
53.2,3.734,130.9670968,6.104,1
48.85,3.793,131.0375484,5.965,1
51.7,3.833,131.108,5.965,1
50.24,3.845,131.1173333,5.965,1
64.8,3.842,131.1266667,5.965,1
54.41,3.831,131.136,5.965,1
56.47,3.809,131.1453333,5.965,1
65.17,3.808,131.0983226,5.965,1
62.39,3.801,131.0287742,5.965,1
61.11,3.788,130.9592258,5.965,1
68.4,3.776,130.8896774,5.965,1
65.97,3.756,130.8295333,5.965,1
72.89,3.737,130.7929,5.965,1
82.0,3.681,130.7562667,5.965,1
79.23,3.63,130.7196333,5.765,1
83.68,3.595,130.683,5.765,1
75.69,3.556,130.7012903,5.765,1
80.42,3.537,130.7195806,5.765,1
81.99,3.512,130.737871,5.765,1
81.69,3.509,130.7561613,5.765,1
79.4,3.545,130.7909677,5.765,1
77.37,3.582,130.8381613,5.765,1
79.18,3.624,130.8853548,5.765,1
70.65,3.689,130.9325484,5.765,1
68.55,3.749,130.9776667,5.765,1
67.96,3.821,131.0103333,5.765,1
64.8,3.821,131.043,5.765,1
61.79,3.815,131.0756667,5.621,1
55.1,3.797,131.1083333,5.621,1
52.06,3.781,131.1499677,5.621,1
46.97,3.755,131.1930968,5.621,1
27.31,2.784,181.8711898,8.992,1
27.73,2.773,181.982317,8.992,1
31.27,2.745,182.0347816,8.992,1
34.89,2.754,182.0774691,8.992,1
37.13,2.777,182.1201566,8.992,1
45.8,2.818,182.1628441,8.992,1
48.79,2.844,182.0779857,8.992,1
54.36,2.854,181.9718697,8.992,1
47.74,2.85,181.8657537,8.899,1
65.45,2.869,181.7596377,8.899,1
54.28,2.899,181.6924769,8.899,1
53.47,2.902,181.6772564,8.899,1
53.15,2.921,181.6620359,8.899,1
70.75,2.966,181.6468154,8.899,1
54.26,2.982,181.6612792,8.899,1
62.62,2.958,181.8538486,8.899,1
69.27,2.899,182.0464181,8.899,1
75.93,2.847,182.2389876,8.899,1
69.71,2.809,182.4315571,8.899,1
72.62,2.78,182.4424199,8.899,1
79.32,2.808,182.3806,8.899,1
76.61,2.815,182.3187801,8.743,1
82.45,2.793,182.2569603,8.743,1
77.84,2.783,182.2604411,8.743,1
81.46,2.771,182.3509895,8.743,1
79.78,2.781,182.4415378,8.743,1
77.17,2.784,182.5320862,8.743,1
78.44,2.805,182.6226346,8.743,1
76.01,2.779,182.6165205,8.743,1
71.36,2.755,182.6104063,8.743,1
78.37,2.715,182.6042922,8.743,1
70.87,2.699,182.598178,8.743,1
66.55,2.706,182.622509,8.743,1
68.59,2.713,182.6696737,8.743,1
70.58,2.707,182.7168385,8.724,1
56.49,2.764,182.7640032,8.724,1
58.61,2.868,182.8106203,8.724,1
53.15,2.917,182.8558685,8.724,1
61.3,2.921,182.9011166,8.724,1
45.65,2.917,182.9463648,8.724,1
46.14,2.931,182.9916129,8.724,1
50.02,3.0,182.8989385,8.724,1
46.15,3.039,182.7832769,8.724,1
40.93,3.046,182.6676154,8.724,1
30.54,3.109,182.5519538,8.724,1
30.51,3.14,182.517732,8.724,1
30.59,3.141,182.54459,8.724,1
29.67,3.179,182.5714479,8.724,1
34.32,3.193,182.5983058,8.549,1
24.78,3.205,182.6585782,8.549,1
30.55,3.229,182.9193368,8.549,1
24.05,3.237,183.1800955,8.549,1
28.73,3.231,183.4408542,8.549,1
30.3,3.239,183.7016129,8.549,1
40.7,3.245,183.9371353,8.549,1
35.78,3.274,184.1625632,8.549,1
38.65,3.433,184.3879911,8.549,1
45.01,3.582,184.613419,8.549,1
46.66,3.631,184.809719,8.549,1
41.76,3.625,184.9943679,8.549,1
37.27,3.638,185.1790167,8.521,1
48.71,3.72,185.3636656,8.521,1
53.69,3.821,185.5339821,8.521,1
53.04,3.892,185.6684673,8.521,1
66.18,3.962,185.8029526,8.521,1
58.21,4.046,185.9374378,8.521,1
60.38,4.066,186.0719231,8.521,1
62.28,4.062,185.9661154,8.521,1
69.7,3.985,185.8603077,8.521,1
76.38,3.922,185.7545,8.521,1
73.88,3.881,185.6486923,8.521,1
69.32,3.842,185.6719333,8.521,1
74.85,3.804,185.7919609,8.521,1
74.04,3.748,185.9119885,8.625,1
77.49,3.711,186.032016,8.625,1
78.47,3.76,186.1399808,8.625,1
82.33,3.811,186.2177885,8.625,1
81.31,3.829,186.2955962,8.625,1
78.22,3.842,186.3734038,8.625,1
77.0,3.812,186.4512115,8.625,1
72.98,3.747,186.5093071,8.625,1
72.55,3.704,186.5641172,8.625,1
70.63,3.703,186.6189274,8.625,1
71.48,3.738,186.6737376,8.625,1
69.17,3.742,186.8024,8.625,1
63.75,3.711,187.0295321,8.625,1
70.66,3.645,187.2566641,8.625,1
55.82,3.583,187.4837962,8.523,1
63.82,3.541,187.6917481,8.523,1
59.6,3.57,187.7846197,8.523,1
51.78,3.569,187.8774913,8.523,1
43.92,3.551,187.9703629,8.523,1
47.65,3.53,188.0632345,8.523,1
51.34,3.53,188.1983654,8.523,1
48.71,3.492,188.3504,8.523,1
50.19,3.452,188.5024346,8.523,1
46.57,3.415,188.6544692,8.523,1
39.93,3.413,188.7979349,8.523,1
42.27,3.389,188.9299752,8.523,1
37.79,3.389,189.0620155,8.523,1
35.88,3.422,189.1940558,8.424,1
41.18,3.513,189.3260962,8.424,1
31.85,3.533,189.4214733,8.424,1
37.93,3.567,189.5168505,8.424,1
42.96,3.617,189.6122277,8.424,1
37.0,3.64,189.7076048,8.424,1
36.85,3.695,189.8424834,8.424,1
42.86,3.739,190.0069881,8.424,1
41.55,3.816,190.1714927,8.424,1
45.52,3.848,190.3359973,8.424,1
50.56,3.862,190.4618964,8.424,1
59.45,3.9,190.5363213,8.424,1
50.04,3.953,190.6107463,8.424,1
49.73,3.996,190.6851712,8.567,1
51.83,4.044,190.7595962,8.567,1
63.13,4.027,190.8138013,8.567,1
53.2,4.004,190.8680064,8.567,1
55.21,3.951,190.9222115,8.567,1
61.24,3.889,190.9764167,8.567,1
66.3,3.848,190.9964479,8.567,1
67.21,3.798,191.0028096,8.567,1
74.48,3.742,191.0091712,8.567,1
64.3,3.689,191.0155329,8.567,1
71.93,3.62,191.0299731,8.567,1
74.22,3.564,191.0646096,8.567,1
75.22,3.506,191.0992462,8.567,1
82.99,3.475,191.1338827,8.684,1
79.97,3.523,191.1685192,8.684,1
78.89,3.567,191.1670428,8.684,1
77.2,3.647,191.1655664,8.684,1
76.58,3.654,191.16409,8.684,1
78.65,3.722,191.1626135,8.684,1
75.71,3.807,191.2284919,8.684,1
72.62,3.834,191.3448865,8.684,1
75.09,3.867,191.461281,8.684,1
75.7,3.911,191.5776756,8.684,1
67.87,3.948,191.69985,8.684,1
65.32,4.038,191.8567038,8.684,1
64.88,3.997,192.0135577,8.684,1
64.89,3.985,192.1704115,8.667,1
54.47,4.0,192.3272654,8.667,1
56.47,3.969,192.3308542,8.667,1
58.85,3.882,192.3088989,8.667,1
19.83,2.954,131.5279032,8.35,0
22.0,2.94,131.5866129,8.35,0
27.54,2.909,131.637,8.35,0
29.87,2.91,131.686,8.35,0
31.79,2.919,131.735,8.35,0
41.39,2.938,131.784,8.35,0
44.69,2.96,131.8242903,8.35,0
39.53,2.963,131.863129,8.35,0
45.27,2.957,131.9019677,8.185,0
57.77,2.992,131.9408065,8.185,0
49.63,3.01,131.9809,8.185,0
46.54,3.021,132.0226667,8.185,0
49.09,3.042,132.0644333,8.185,0
63.16,3.095,132.1062,8.185,0
47.13,3.112,132.152129,8.185,0
59.09,3.096,132.2230323,8.185,0
70.61,3.046,132.2939355,8.185,0
69.99,3.006,132.3648387,8.185,0
61.04,2.972,132.4357419,8.185,0
65.83,2.942,132.4733333,8.185,0
72.79,2.958,132.4976,8.185,0
66.13,2.958,132.5218667,8.099,0
77.33,2.94,132.5461333,8.099,0
72.83,2.933,132.5667742,8.099,0
73.2,2.924,132.5825806,8.099,0
72.04,2.932,132.5983871,8.099,0
72.7,2.942,132.6141935,8.099,0
72.17,2.923,132.63,8.099,0
71.1,2.913,132.6616129,8.099,0
65.07,2.885,132.6932258,8.099,0
73.17,2.86,132.7248387,8.099,0
62.36,2.837,132.7564516,8.099,0
57.94,2.846,132.7670667,8.099,0
62.53,2.837,132.7619333,8.099,0
59.69,2.84,132.7568,8.067,0
52.19,2.903,132.7516667,8.067,0
49.96,2.999,132.7633548,8.067,0
47.1,3.049,132.8170968,8.067,0
55.09,3.055,132.8708387,8.067,0
40.29,3.049,132.9245806,8.067,0
39.63,3.065,132.9783226,8.067,0
44.1,3.138,132.9172,8.067,0
40.71,3.186,132.8369333,8.067,1
36.0,3.2,132.7566667,8.067,0
23.97,3.255,132.6764,8.067,0
25.3,3.301,132.6804516,8.067,1
25.07,3.309,132.7477419,8.067,1
26.54,3.336,132.8150323,8.067,0
30.53,3.351,132.8823226,7.771,0
19.53,3.367,132.9510645,7.771,0
21.84,3.391,133.0285161,7.771,0
19.61,3.402,133.1059677,7.771,0
20.69,3.4,133.1834194,7.771,0
21.64,3.416,133.260871,7.771,0
33.06,3.42,133.3701429,7.771,0
20.87,3.452,133.4921429,7.771,0
28.16,3.605,133.6141429,7.771,0
34.27,3.752,133.7361429,7.771,0
40.23,3.796,133.8492258,7.771,0
32.63,3.789,133.9587419,7.771,0
30.34,3.811,134.0682581,7.658,0
40.94,3.895,134.1777742,7.658,0
48.63,3.981,134.2784667,7.658,0
41.37,4.061,134.3571,7.658,0
55.46,4.117,134.4357333,7.658,0
49.87,4.192,134.5143667,7.658,0
57.07,4.211,134.593,7.658,0
57.19,4.202,134.6803871,7.658,0
65.87,4.134,134.7677742,7.658,0
69.8,4.069,134.8551613,7.658,0
69.86,4.025,134.9425484,7.658,0
63.9,3.989,135.0837333,7.658,0
69.96,3.964,135.2652667,7.658,0
67.43,3.916,135.4468,7.806,0
73.47,3.886,135.6283333,7.806,0
73.34,3.915,135.7837419,7.806,0
79.97,3.972,135.8738387,7.806,0
74.67,4.004,135.9639355,7.806,0
73.63,4.02,136.0540323,7.806,0
70.63,3.995,136.144129,7.806,0
70.41,3.942,136.183129,7.806,0
69.19,3.906,136.2136129,7.806,0
67.63,3.879,136.2440968,7.806,0
67.59,3.93,136.2745806,7.806,0
62.1,3.937,136.3145,7.806,0
59.0,3.899,136.367,7.806,0
64.87,3.858,136.4195,7.806,0
51.24,3.775,136.472,7.866,0
61.3,3.744,136.5150968,7.866,0
51.67,3.757,136.5017742,7.866,0
45.54,3.757,136.4884516,7.866,0
43.39,3.738,136.475129,7.866,0
47.13,3.719,136.4618065,7.866,0
46.53,3.717,136.4666667,7.866,0
41.1,3.689,136.4788,7.866,1
45.67,3.666,136.4909333,7.866,0
38.53,3.627,136.5030667,7.866,0
35.49,3.611,136.5335161,7.866,0
34.93,3.587,136.5883871,7.866,1
31.44,3.566,136.6432581,7.866,0
30.24,3.585,136.698129,7.943,0
36.26,3.666,136.753,7.943,0
21.39,3.705,136.8564194,7.943,0
30.87,3.737,136.9598387,7.943,0
35.3,3.796,137.0632581,7.943,0
31.91,3.826,137.1666774,7.943,0
30.26,3.874,137.2583103,7.943,0
33.18,3.917,137.3411034,7.943,0
33.24,3.983,137.4238966,7.943,0
36.97,4.021,137.5066897,7.943,0
47.42,4.021,137.5843871,7.943,0
58.92,4.054,137.6552903,7.943,0
42.65,4.098,137.7261935,7.943,0
40.01,4.143,137.7970968,8.15,0
43.52,4.187,137.868,8.15,0
54.47,4.17,137.9230667,8.15,0
41.57,4.163,137.9781333,8.15,0
51.04,4.124,138.0332,8.15,0
54.23,4.055,138.0882667,8.15,0
58.84,4.029,138.1065806,8.15,0
67.97,3.979,138.1101935,8.15,0
67.61,3.915,138.1138065,8.15,0
59.35,3.871,138.1174194,8.15,0
67.7,3.786,138.1295333,8.15,0
74.28,3.722,138.1629,8.15,0
68.91,3.667,138.1962667,8.15,0
74.64,3.646,138.2296333,8.193,0
72.62,3.689,138.263,8.193,0
75.31,3.732,138.2331935,8.193,0
73.9,3.82,138.2033871,8.193,0
73.13,3.819,138.1735806,8.193,0
73.99,3.863,138.1437742,8.193,0
70.29,3.963,138.1857097,8.193,0
66.98,3.997,138.2814516,8.193,0
71.42,4.026,138.3771935,8.193,0
71.61,4.076,138.4729355,8.193,0
65.44,4.088,138.5673,8.193,0
60.34,4.203,138.6534,8.193,0
57.13,4.158,138.7395,8.193,0
59.57,4.151,138.8256,7.992,0
49.12,4.186,138.9117,7.992,0
52.89,4.153,138.8336129,7.992,0
55.75,4.071,138.7281613,7.992,0
19.79,2.58,189.3816974,7.039,0
20.87,2.572,189.4642725,7.039,0
21.13,2.55,189.5340998,7.039,0
18.12,2.586,189.6018023,7.039,0
27.92,2.62,189.6695049,7.039,0
28.64,2.684,189.7372075,7.039,0
33.45,2.692,189.734262,7.039,0
29.88,2.717,189.7195417,7.039,0
36.19,2.725,189.7048215,6.842,0
34.21,2.75,189.6901012,6.842,0
45.69,2.765,189.6628845,6.842,0
44.9,2.776,189.6190057,6.842,0
37.75,2.766,189.575127,6.842,0
37.43,2.771,189.5312483,6.842,0
41.26,2.788,189.4904116,6.842,0
47.34,2.776,189.467827,6.842,0
52.08,2.737,189.4452425,6.842,0
53.76,2.7,189.422658,6.842,0
62.63,2.684,189.4000734,6.842,0
52.4,2.674,189.4185259,6.842,0
62.37,2.715,189.4533931,6.842,0
64.44,2.728,189.4882603,6.868,0
61.79,2.711,189.5231276,6.868,0
67.68,2.699,189.6125456,6.868,0
70.67,2.691,189.774698,6.868,0
70.71,2.69,189.9368504,6.868,0
67.42,2.69,190.0990028,6.868,0
63.91,2.723,190.2611552,6.868,0
63.59,2.732,190.2948237,6.868,0
65.66,2.731,190.3284922,6.868,0
58.02,2.773,190.3621607,6.868,0
57.24,2.78,190.3958293,6.868,0
56.55,2.8,190.4688287,6.868,0
58.19,2.793,190.5713264,6.868,0
59.39,2.759,190.6738241,6.986,0
54.29,2.745,190.7763218,6.986,0
45.0,2.762,190.8623087,6.986,0
45.85,2.762,190.9070184,6.986,0
35.76,2.748,190.951728,6.986,0
39.94,2.729,190.9964377,6.986,0
34.04,2.737,191.0411474,6.986,0
27.26,2.758,191.0312172,6.986,0
23.46,2.742,191.0121805,6.986,0
23.68,2.712,190.9931437,6.986,0
32.02,2.728,190.9741069,6.986,0
26.01,2.778,191.0303376,6.986,0
32.46,2.781,191.1430189,6.986,1
19.66,2.829,191.2557002,6.986,0
12.39,2.882,191.3683815,6.614,0
17.46,2.911,191.4784939,6.614,0
28.6,2.973,191.5731924,6.614,0
20.8,3.008,191.667891,6.614,0
13.64,3.011,191.7625895,6.614,0
15.02,3.037,191.8572881,6.614,0
27.18,3.051,191.9178331,6.614,0
26.15,3.101,191.9647167,6.614,0
31.77,3.232,192.0116004,6.614,0
29.36,3.372,192.058484,6.614,0
36.5,3.406,192.1237981,6.614,0
32.61,3.414,192.1964844,6.614,0
35.75,3.461,192.2691707,6.339,0
38.04,3.532,192.3418571,6.339,0
34.59,3.611,192.4225954,6.339,0
40.74,3.636,192.5234638,6.339,0
37.77,3.663,192.6243322,6.339,0
38.64,3.735,192.7252006,6.339,0
43.29,3.767,192.826069,6.339,0
43.95,3.828,192.831317,6.339,0
45.17,3.795,192.8365651,6.339,0
54.08,3.763,192.8418131,6.339,0
55.78,3.735,192.8470612,6.339,0
58.34,3.697,192.9034759,6.339,0
54.36,3.661,192.9982655,6.339,0
63.59,3.597,193.0930552,6.338,0
65.0,3.54,193.1878448,6.338,0
65.16,3.532,193.3125484,6.338,0
65.36,3.545,193.5120367,6.338,0
66.84,3.547,193.711525,6.338,0
63.96,3.554,193.9110133,6.338,0
67.09,3.542,194.1105017,6.338,0
68.83,3.499,194.2500634,6.338,0
67.51,3.485,194.3796374,6.338,0
63.44,3.511,194.5092113,6.338,0
56.99,3.566,194.6387853,6.338,0
53.68,3.596,194.7419707,6.338,0
50.39,3.581,194.8099713,6.338,0
57.61,3.538,194.8779718,6.338,0
