CustomerId;CreditScore;Age;Tenure;EstimatedSalary;IsActiveMember;Exited
15732270;727;71;8;198446,91;SI ES;1
15739357;756;30;2;7554,68;NO ES;0
15771540;755;38;9;80416,16;NO ES;0
15567486;634;41;4;164549,74;SI ES;0
15714634;837;26;4;175477,03;NO ES;0
15727021;727;30;8;137903,54;SI ES;0
15650670;567;40;2;93795,86;NO ES;0
15711834;650;30;6;67997,13;NO ES;1
15729763;655;34;1;49492,15;SI ES;0
15646566;763;58;9;35825,18;SI ES;0
15645463;843;27;5;67494,23;SI ES;0
15672144;667;38;6;73963,17;SI ES;1
15596088;705;50;4;145159,26;SI ES;0
15614878;660;29;6;123850,58;SI ES;0
15635240;553;42;1;23822,04;NO ES;0
15775905;612;47;6;45750,21;SI ES;1
15700657;641;40;2;159773,14;NO ES;0
15611905;513;31;5;84238,63;NO ES;0
15652527;680;44;7;72330,46;SI ES;0
15785865;711;58;9;26767,85;SI ES;0
15645942;689;40;2;164768,82;SI ES;0
15688691;665;51;9;1112,76;SI ES;1
15592736;551;54;5;176680,16;NO ES;1
15673529;645;36;4;43999,64;NO ES;0
15724145;616;29;8;140746,13;NO ES;0
15704629;582;32;1;152790,92;SI ES;0
15597896;365;30;0;81537,85;NO ES;1
15731790;697;38;6;7387,8;SI ES;1
15634719;704;31;0;183038,33;NO ES;0
15703205;656;46;5;138849,06;SI ES;0
15567333;712;31;7;170333,38;NO ES;0
15754537;748;40;0;60416,76;NO ES;0
15612030;724;28;9;100240,2;SI ES;0
15573242;691;50;6;2704,98;SI ES;0
15601892;563;33;8;68815,05;SI ES;0
15663885;741;32;5;64839,23;SI ES;0
15701096;778;44;8;144494,94;NO ES;0
15710450;848;22;7;185510,34;SI ES;0
15790846;634;38;2;56055,72;SI ES;0
15658956;505;40;6;155061,97;SI ES;0
15755223;692;53;7;119817,19;NO ES;0
15787318;537;47;6;16259,64;NO ES;1
15737310;633;29;10;184654,87;NO ES;0
15763665;833;28;4;5278,78;NO ES;0
15668818;592;40;2;113244,73;SI ES;0
15765812;587;48;1;8908;SI ES;0
15704844;550;62;7;64490,67;SI ES;0
15744582;680;24;10;154971,63;NO ES;1
15616700;622;41;9;155786,39;SI ES;0
15683521;594;28;0;129084,82;NO ES;0
15583049;643;34;7;188533,11;SI ES;0
15643752;540;25;5;13411,67;NO ES;0
15620398;635;34;5;15733,19;NO ES;0
15715707;657;32;3;73127,61;SI ES;0
15814209;814;31;1;101704,19;NO ES;0
15733768;600;32;1;101986,16;SI ES;0
15755242;682;46;2;114442,66;SI ES;0
15729412;682;38;4;15669,17;SI ES;0
15746564;566;42;3;157486,1;SI ES;0
15588446;550;34;3;131281,28;NO ES;0
15665221;630;26;7;197001,15;SI ES;0
15640846;546;58;3;128881,87;NO ES;1
15700209;486;63;9;85101;SI ES;0
15658360;762;35;9;149822,04;NO ES;0
15602735;692;45;6;108040,86;SI ES;1
15724834;498;30;1;135795,53;NO ES;0
15800062;850;49;8;25867,67;NO ES;1
15685300;603;35;6;130483,56;NO ES;0
15760102;551;36;5;183479,12;NO ES;0
15787026;627;27;0;77027,34;SI ES;0
15653696;515;28;9;94141,75;NO ES;0
15788946;605;29;3;4092,75;NO ES;0
15600724;567;29;5;109257,59;NO ES;0
15574324;568;29;2;104617,99;SI ES;0
15707144;571;25;6;167705,07;NO ES;0
15775891;634;48;2;103712,05;SI ES;1
15711789;768;42;3;161242,99;NO ES;1
15600879;554;36;3;6089,13;NO ES;0
15681196;629;35;1;159777,37;SI ES;0
15716000;638;48;2;7919,08;SI ES;0
15766776;576;41;1;188274,6;SI ES;0
15680278;661;42;9;27608,12;NO ES;1
15688637;592;27;4;183569,25;SI ES;0
15591179;702;30;2;145537,32;SI ES;0
15677435;647;29;0;164717,95;NO ES;0
15698619;593;43;9;76357,43;SI ES;0
15581036;712;40;3;120158,72;NO ES;1
15622117;625;31;8;151843,54;NO ES;0
15599301;538;28;6;5698,97;SI ES;0
15581548;637;22;5;122865,55;NO ES;0
15586870;632;27;4;152665,85;SI ES;0
15735263;736;27;5;192131,77;SI ES;0
15765322;755;23;5;62851,6;SI ES;0
15582944;425;39;5;140941,47;NO ES;0
15687162;461;51;9;56767,67;NO ES;1
15644962;745;21;4;177235,23;SI ES;0
15612615;616;37;6;86242,18;NO ES;0
15813439;587;33;5;34215,58;NO ES;0
15604544;850;40;4;44406,17;SI ES;0
15761348;601;38;0;165196,65;NO ES;0
15785078;730;26;3;34542,41;NO ES;0
15759874;532;44;3;74838,64;NO ES;1
15643658;850;53;2;36980,54;NO ES;0
15713267;779;34;5;111676,63;SI ES;0
15737782;562;29;9;25858,68;SI ES;0
15815490;670;40;2;177028;NO ES;1
15679410;729;62;4;30990,16;NO ES;1
15756241;767;44;2;136915,15;SI ES;0
15688409;742;28;2;108457,99;NO ES;1
15742272;669;44;8;131609,48;NO ES;1
15717898;542;32;2;159737,56;SI ES;0
15769582;586;29;3;142238,54;SI ES;0
15635660;612;30;9;105890,55;NO ES;1
15576723;740;37;7;194270,91;SI ES;0
15591577;584;35;3;105443,47;SI ES;0
15582325;524;52;2;173899,42;NO ES;1
15693947;614;19;5;122823,34;NO ES;0
15760446;598;64;9;13181,37;SI ES;1
15611105;799;35;7;140780,8;SI ES;0
15630920;724;34;2;78560,64;NO ES;0
15574910;601;50;2;185855,21;NO ES;0
15756472;804;25;7;128276,95;NO ES;0
15682890;745;38;5;140197,42;SI ES;0
15641994;667;43;1;32462,39;NO ES;1
15733297;518;38;10;162253,9;SI ES;0
15767793;819;38;10;30498,7;NO ES;0
15725698;520;35;4;90280,7;SI ES;0
15813532;625;39;5;32615,21;NO ES;0
15576760;673;36;5;196142,26;NO ES;0
15732102;656;27;3;16998,72;NO ES;0
15739046;850;23;9;62980,96;SI ES;0
15631927;574;28;7;185660,3;NO ES;0
15672115;679;60;6;77331,77;SI ES;0
15618765;530;42;0;97338,62;SI ES;0
15679148;508;44;3;67234,33;NO ES;0
15728474;558;32;4;143783,28;SI ES;0
15636999;414;38;8;77661,12;SI ES;1
15754261;648;42;2;89123,99;NO ES;0
15629150;721;37;1;70810,8;NO ES;0
15736274;751;31;8;17550,49;NO ES;0
15627697;662;34;2;21497,27;SI ES;0
15721585;628;29;3;124749,08;SI ES;0
15639946;597;39;8;36051,46;NO ES;1
15792176;698;40;0;143681,83;SI ES;0
15699450;723;48;7;150694,58;SI ES;0
15729954;586;28;5;170487,4;NO ES;1
15600103;633;29;8;97684,46;SI ES;0
15786200;564;31;4;53520,03;NO ES;0
15797010;649;31;2;15200,61;NO ES;0
15670172;622;30;4;196894,62;SI ES;0
15627352;459;46;7;4969,13;NO ES;1
15622494;718;27;2;26229,24;NO ES;0
15585835;655;34;4;134034,32;NO ES;0
15595071;696;22;9;198032,93;SI ES;0
15628203;637;38;3;119882,86;NO ES;0
15667190;630;21;1;133102,3;SI ES;0
15780212;592;37;4;176395,02;NO ES;0
15766869;634;37;1;193179,88;SI ES;0
15775741;608;28;9;125062,02;SI ES;0
15628170;565;32;9;143287,58;NO ES;0
15701318;763;67;9;87236,4;SI ES;0
15710928;665;55;8;93769,89;SI ES;0
15682547;649;38;1;88965,46;SI ES;0
15631170;695;45;3;30793,61;SI ES;0
15648702;775;70;6;74532,02;SI ES;0
15783444;788;39;3;113086,08;SI ES;0
15809178;569;42;9;32574,01;NO ES;1
15806688;726;56;8;130113,78;SI ES;1
15576824;564;44;3;104722,47;SI ES;1
15675422;544;32;9;14559,62;SI ES;0
15681550;614;41;8;598,8;SI ES;0
15812628;453;38;8;129697,99;NO ES;0
15597951;471;58;4;36315,03;SI ES;0
15807045;829;37;3;1114,12;NO ES;0
15581748;754;57;2;70954,41;SI ES;0
15770420;749;46;10;73470,98;SI ES;0
15608230;667;23;1;91573,19;NO ES;0
15730339;670;30;3;3154,95;NO ES;0
15712584;670;33;7;88187,81;SI ES;0
15592816;623;48;1;118855,26;NO ES;1
15641480;571;32;5;125256,53;NO ES;0
15708505;641;37;7;39016,43;SI ES;0
15791131;551;30;2;145796,49;NO ES;0
15618225;741;36;8;168816,22;NO ES;0
15644724;472;31;4;73322;SI ES;0
15662098;650;41;3;113677,53;NO ES;1
15723894;625;45;7;124607,7;NO ES;0
15787699;650;34;4;11276,48;SI ES;0
15687738;535;38;8;136620,64;NO ES;0
15576126;649;41;2;70523,92;SI ES;0
15658889;689;22;4;51980,25;NO ES;1
15667046;694;38;7;113481,02;NO ES;0
15669957;655;52;9;49025,79;SI ES;0
15655794;620;36;8;145937,99;SI ES;0
15599829;577;35;10;25161,61;SI ES;0
15753332;401;48;8;175753,55;NO ES;1
15671124;599;25;6;24903,09;SI ES;0
15767474;481;57;9;169719,35;SI ES;1
15720671;704;42;8;179565,57;SI ES;0
15626787;698;31;8;115337,74;NO ES;1
15774491;480;28;6;48131,92;NO ES;0
15579647;682;42;0;160828,98;SI ES;0
15625522;700;31;7;145151,96;SI ES;0
15765806;492;29;1;196293,76;SI ES;0
15566708;444;45;4;161653,5;NO ES;1
15668347;624;36;6;84635,64;NO ES;0
15575214;709;37;7;159486,76;NO ES;0
15591123;557;68;2;38596,34;SI ES;0
15573280;646;50;6;27814,74;SI ES;0
15589018;719;28;3;183893,31;SI ES;0
15654495;706;47;6;140803,7;SI ES;0
15597265;660;38;7;146585,53;SI ES;0
15733876;667;36;9;40062,29;SI ES;0
15677217;705;30;1;181300,32;SI ES;0
15747265;598;27;10;84136,12;SI ES;0
15713379;669;26;4;197594,34;SI ES;0
15730433;580;38;1;125953,83;NO ES;1
15693347;676;32;5;75465,41;SI ES;0
15715465;714;28;7;177737,07;NO ES;0
15680736;597;72;6;7144,46;SI ES;0
15610765;559;29;1;155639,76;NO ES;0
15650034;564;28;1;162428,05;SI ES;0
15782468;850;51;3;12457,76;SI ES;1
15685109;689;39;7;14917,09;NO ES;0
15776233;758;61;8;182184,09;NO ES;1
15761141;604;71;10;129984,2;SI ES;0
15781702;733;38;9;194872,97;SI ES;0
15790235;778;40;8;117507,11;SI ES;0
15641416;732;61;9;157527,6;SI ES;1
15775234;646;24;8;92612,88;NO ES;0
15659475;597;33;6;74850,84;NO ES;0
15642202;821;37;5;127413;SI ES;0
15771417;640;43;7;69584,3;NO ES;1
15585100;511;40;9;198814,24;NO ES;1
15700487;805;46;6;162643,15;NO ES;1
15726589;540;39;1;114092,52;NO ES;0
15747503;705;44;0;68860,3;NO ES;1
15595883;540;39;4;16150,34;SI ES;0
15663826;532;66;3;115227,02;SI ES;0
15742820;535;45;2;170621,55;SI ES;0
15624793;627;23;5;103099,22;NO ES;0
15597930;646;52;8;172495,81;NO ES;1
15665110;515;25;7;38772,82;SI ES;0
15770719;697;39;6;44946,29;SI ES;0
15731327;652;27;2;146007,7;SI ES;0
15576044;579;28;6;145558,42;NO ES;0
15775662;760;43;8;193312,33;NO ES;0
15646817;769;51;9;40257,79;NO ES;0
15596060;498;29;8;46677,9;SI ES;0
15723299;774;53;4;153887,93;SI ES;1
15636982;705;43;7;103108,33;SI ES;0
15751175;648;44;2;58652,23;SI ES;0
15618936;688;51;5;91624,11;NO ES;1
15787529;592;38;0;65986,48;NO ES;1
15780128;705;33;3;113845,19;NO ES;0
15615991;654;42;7;67607,9;SI ES;0
15757001;624;32;2;145471,94;SI ES;0
15595388;594;30;10;124071,71;SI ES;0
15699550;695;34;9;67502,12;SI ES;0
15581620;597;28;2;78707,97;SI ES;0
15600934;758;52;7;171189,83;NO ES;1
15738672;737;40;2;149381,32;NO ES;0
15721307;694;37;1;100335,55;NO ES;0
15619280;683;25;4;152698,24;NO ES;0
15768244;538;30;8;41192,95;SI ES;0
15806837;669;37;4;132540,33;NO ES;0
15643496;730;34;5;96875,52;NO ES;0
15813916;622;31;1;152305,47;SI ES;0
15626385;714;33;10;49672,01;SI ES;0
15603582;569;34;3;133997,53;NO ES;0
15764351;668;59;5;50454,8;SI ES;0
15667938;628;32;9;16402,11;SI ES;0
15576360;600;40;1;67803,83;SI ES;0
15628813;693;43;4;9241,78;NO ES;0
15584190;704;36;7;100601,73;SI ES;0
15716449;527;33;9;98734,15;NO ES;0
15759913;553;43;6;160574,09;SI ES;0
15701555;575;53;1;26015,8;SI ES;0
15758482;626;32;0;187172,54;NO ES;0
15758171;582;20;4;55763,66;SI ES;0
15680346;683;40;8;75848,22;NO ES;0
15649124;850;30;9;40313,47;NO ES;0
15812917;653;35;6;23864,21;SI ES;0
15768455;679;60;8;51380,9;SI ES;0
15703059;549;49;6;93551,36;SI ES;0
15646196;850;36;2;169415,54;NO ES;0
15585451;558;32;1;6935,31;SI ES;0
15714057;528;40;4;25399,7;NO ES;0
15748473;801;38;5;66256,27;NO ES;0
15785782;513;48;2;114709,13;SI ES;1
15693233;666;38;6;158357,97;SI ES;0
15757521;606;35;2;164815,59;SI ES;0
15812513;599;45;10;132127,69;NO ES;1
15674950;544;39;4;146637,45;NO ES;0
15678572;529;38;7;90256,06;NO ES;1
15713608;850;41;5;34827,43;SI ES;0
15579262;497;41;9;22074,48;NO ES;0
15610426;764;39;5;109805,17;SI ES;0
15776454;603;48;5;100478,6;NO ES;1
15771483;609;40;6;97416,34;SI ES;0
15648489;487;53;4;24207,86;SI ES;1
15646609;748;33;1;69132,66;NO ES;0
15693203;710;75;5;9376,89;SI ES;0
15813067;432;45;3;43046,7;NO ES;1
15769829;534;51;3;20856,31;SI ES;0
15662434;607;25;3;187048,72;NO ES;0
15773503;551;32;4;53420,53;NO ES;0
15705890;674;45;7;37013,29;NO ES;0
15711398;525;25;6;89566,64;NO ES;0
15752375;645;33;8;149913,84;NO ES;0
15659175;755;43;9;18066,69;NO ES;0
15597033;708;37;8;26912,34;SI ES;0
15590228;715;21;6;173511,72;SI ES;0
15631848;727;26;9;146785,44;SI ES;0
15654211;559;27;1;1050,33;SI ES;0
15707968;545;36;8;89587,34;NO ES;1
15594084;524;22;9;74405,34;NO ES;0
15651093;707;55;1;54409,48;SI ES;0
15798824;671;38;0;3647,57;NO ES;0
15671591;439;52;3;198874,52;NO ES;1
15707189;667;36;1;53412,54;SI ES;0
15733581;831;32;9;194867,78;NO ES;0
15641640;545;33;7;150452,88;NO ES;0
15585284;604;35;7;57807,05;SI ES;0
15617866;657;67;5;107534,32;SI ES;0
15667751;487;36;1;194073,33;NO ES;0
15669411;750;52;6;126233,18;NO ES;1
15789425;694;37;8;182354,46;NO ES;1
15570943;711;35;2;120586,32;SI ES;0
15685829;551;37;3;50578,4;SI ES;0
15721917;559;38;8;86575,46;SI ES;0
15776047;620;29;3;153392,28;SI ES;0
15716024;660;42;5;115509,59;NO ES;0
15675328;449;37;6;82176,48;NO ES;0
15604314;703;26;1;63717,49;NO ES;0
15658339;795;37;2;198745,94;SI ES;0
15630402;594;31;9;5719,11;SI ES;0
15689616;586;34;5;20058,61;NO ES;0
15774224;613;30;5;170638,98;NO ES;0
15701291;601;44;3;30607,11;NO ES;0
15719606;657;50;9;37171,46;NO ES;0
15644119;531;31;3;42589,33;SI ES;0
15646859;621;47;7;66799,28;SI ES;0
15606836;782;33;2;101866,39;SI ES;0
15664150;528;29;9;49284;NO ES;0
15624510;696;52;6;27445,4;NO ES;1
15810944;586;35;7;70760,69;NO ES;0
15668575;626;26;8;104502,02;SI ES;1
15603246;498;73;2;165407,96;SI ES;0
15804002;691;33;1;113580,79;SI ES;0
15728773;568;47;7;45978,39;SI ES;0
15598044;715;35;3;152012,36;SI ES;0
15694829;680;32;7;77349,92;SI ES;0
15600575;802;41;6;47322,05;NO ES;0
15727311;539;22;0;38772,65;SI ES;0
15570769;494;69;9;24489,44;SI ES;0
15606274;594;38;6;14466,08;SI ES;0
15746139;596;33;2;63142,12;NO ES;0
15704987;649;52;8;41858,43;NO ES;0
15628972;699;32;1;127443,82;SI ES;1
15697686;787;40;6;84151,98;SI ES;0
15733883;604;28;7;58595,64;NO ES;0
15617482;489;52;1;37240,11;NO ES;1
15704583;651;56;2;114522,68;NO ES;1
15621083;698;57;6;72549,27;SI ES;1
15649487;578;38;4;176712,59;NO ES;1
15736760;538;42;9;152855,96;NO ES;0
15714658;696;33;4;73371,65;SI ES;0
15599081;507;46;8;70323,68;SI ES;0
15705113;685;34;6;9663,28;NO ES;0
15631159;705;41;4;142514,66;SI ES;0
15792818;499;29;6;118623,94;NO ES;0
15633531;717;76;9;68400,14;SI ES;0
15744529;510;63;8;115291,86;SI ES;0
15669656;632;32;6;170382,99;SI ES;0
15581198;668;39;0;112946,67;NO ES;1
15729054;744;32;4;79812,77;SI ES;0
15573452;663;42;7;19862,78;NO ES;0
15776733;638;37;7;158610,89;NO ES;0
15724858;688;54;9;191212,63;NO ES;1
15713144;588;46;8;61931,21;NO ES;0
15690188;631;33;7;58043,02;SI ES;1
15689425;687;35;8;22247,27;NO ES;0
15671766;599;44;10;31448,52;SI ES;0
15782806;718;28;6;146875,86;NO ES;0
15764419;730;27;5;116081,93;SI ES;0
15591915;533;39;2;73669,94;SI ES;1
15772798;711;28;5;93959,96;SI ES;0
15792008;555;26;9;158918,03;SI ES;0
15715541;850;42;9;198193,75;SI ES;0
15639277;678;41;9;13160,03;NO ES;0
15798850;576;32;7;4660,91;NO ES;0
15776348;835;20;4;180197,74;NO ES;1
15727696;592;42;1;63023,02;SI ES;0
15793813;774;36;7;118971,74;SI ES;0
15694395;620;29;1;154700,61;NO ES;0
15764195;519;39;4;97577,17;SI ES;0
15744919;734;37;0;48990,5;SI ES;0
15671655;763;31;7;140262,96;SI ES;1
15654901;733;51;10;130189,53;NO ES;0
15649136;650;43;6;16301,91;SI ES;0
15775562;538;33;5;126962,41;NO ES;0
15807481;577;46;1;158750,53;SI ES;0
15642885;792;30;8;199644,2;NO ES;0
15789109;686;41;10;144272,71;SI ES;1
15814004;589;29;2;98320,27;SI ES;0
15673619;530;25;9;64129,03;NO ES;0
15595135;778;29;7;181221,09;NO ES;0
15583681;616;31;7;163809,08;SI ES;0
15605000;550;38;9;171457,06;SI ES;1
15718071;655;51;3;15801,02;SI ES;0
15679760;721;46;1;102950,79;NO ES;0
15654574;499;36;5;174918,46;NO ES;0
15577178;511;45;5;193160,25;NO ES;1
15595324;579;39;5;5831;NO ES;1
15756932;696;36;7;82298,59;SI ES;0
15726358;681;34;7;130686,59;NO ES;0
15595228;815;45;7;52885,23;SI ES;1
15782530;681;30;2;68985,99;NO ES;0
15592877;641;42;9;35367,19;NO ES;0
15651983;591;56;9;196241,94;SI ES;1
15746737;565;59;9;170705,53;SI ES;0
15774179;487;37;6;126477,41;SI ES;0
15667265;729;39;4;159618,17;SI ES;0
15655123;505;45;9;195395,33;NO ES;1
15595917;580;35;1;168285,85;SI ES;0
15668385;642;40;1;138052,51;SI ES;0
15709476;850;41;3;71179,31;NO ES;0
15711218;616;39;2;55556,3;NO ES;0
15798659;526;43;3;31705,19;NO ES;0
15663939;523;35;8;186118,93;SI ES;0
15694946;663;35;9;195580,28;SI ES;0
15631912;840;30;8;54113,38;NO ES;0
15768816;570;42;0;127528,84;NO ES;0
15682268;676;26;1;60231,74;NO ES;1
15684801;689;47;1;156878,42;NO ES;1
15636428;703;45;1;182784,11;NO ES;1
15809823;491;19;2;129690,5;NO ES;0
15699284;584;49;8;113860,81;NO ES;0
15786993;810;51;5;184524,74;SI ES;0
15709441;745;59;8;36124,98;SI ES;0
15710257;625;39;3;121316,07;SI ES;0
15582492;535;29;2;185630,76;NO ES;0
15575694;729;45;7;71133,12;NO ES;0
15756820;655;26;7;32020,42;SI ES;0
15766289;751;47;5;162760,96;NO ES;0
15593014;525;33;1;175178,56;SI ES;0
15584545;532;40;5;177099,71;SI ES;0
15675949;696;43;4;66406,37;SI ES;0
15672091;786;32;2;59559,81;NO ES;0
15801658;580;55;6;175750,21;SI ES;0
15706185;596;47;5;174311,3;SI ES;0
15789863;683;39;4;171716,81;NO ES;0
15720943;747;45;1;189362,39;NO ES;1
15697997;602;33;5;180716,1;SI ES;1
15665416;779;62;10;116977,89;SI ES;0
15660200;551;31;1;185105,44;SI ES;0
15619653;666;47;2;35046,97;NO ES;1
15773447;526;30;8;36251;NO ES;0
15739160;849;41;9;103174,5;NO ES;0
15689237;471;27;4;122642,09;NO ES;0
15679297;628;43;3;122937,57;NO ES;0
15591433;674;43;8;8757,39;NO ES;0
15642725;797;32;10;125782,29;SI ES;0
15701962;590;29;2;122487,73;NO ES;0
15811613;588;27;8;20066,38;NO ES;0
15741049;577;29;7;55473,15;SI ES;0
15724423;571;38;6;38962,94;NO ES;0
15574305;680;36;3;63795,8;SI ES;0
15678168;648;27;7;163060,43;SI ES;0
15697020;618;39;2;26578,69;NO ES;0
15610801;648;41;5;5066,76;SI ES;0
15745232;759;39;6;140497,67;SI ES;0
15722758;585;40;7;146156,98;NO ES;0
15792102;774;42;3;199316,19;NO ES;0
15675185;697;48;2;103944,37;SI ES;0
15801247;605;39;10;138021,36;NO ES;0
15725660;676;20;1;68621,98;NO ES;0
15638963;678;22;4;28149,06;SI ES;0
15800061;495;45;3;135169,76;NO ES;1
15578006;787;85;10;116537,96;SI ES;0
15668504;770;36;2;105922,69;SI ES;0
15687491;817;45;9;88211,12;NO ES;1
15610403;659;43;1;26900,63;NO ES;0
15741094;693;21;1;3494,02;SI ES;0
15807909;744;47;9;113163,17;NO ES;0
15666141;829;26;8;19324,5;SI ES;0
15617134;716;38;4;189678,7;NO ES;0
15783029;671;34;7;26387,71;SI ES;0
15622833;835;29;10;106276,55;NO ES;0
15746422;636;38;1;45015,38;NO ES;0
15750839;649;29;2;173495,77;SI ES;0
15749130;621;27;1;52581,96;SI ES;0
15779862;658;31;3;146339,27;SI ES;1
15767871;784;48;7;182609,97;SI ES;0
15679651;783;37;1;197890,65;NO ES;0
15576219;615;32;4;6225,63;SI ES;0
15699247;791;44;5;123977,86;SI ES;1
15619087;762;53;1;170195,4;SI ES;0
15605327;607;35;2;114190,3;SI ES;0
15610140;601;34;5;27022,57;NO ES;0
15791174;540;67;1;59457;SI ES;0
15602373;812;44;4;165038,41;NO ES;0
15762605;685;58;1;154181,41;SI ES;0
15598840;680;33;1;134960,98;NO ES;0
15744279;680;58;8;65708,5;SI ES;0
15670619;631;33;8;117374,22;NO ES;0
15599533;569;43;7;77703,19;SI ES;0
15757837;584;33;3;177651,38;SI ES;0
15697574;582;40;9;60954,45;SI ES;0
15578738;609;32;7;151924,9;SI ES;0
15762228;506;35;6;26318,73;NO ES;0
15614827;503;42;8;147557,71;SI ES;0
15789815;503;28;5;125918,17;NO ES;0
15579781;806;31;10;190803,37;NO ES;0
15587013;653;31;7;11043,54;SI ES;0
15570932;666;43;7;119100,05;SI ES;1
15794661;674;32;2;140579,17;NO ES;0
15581654;798;32;7;37731,95;SI ES;0
15644296;740;30;8;1852,58;NO ES;0
15614420;531;32;0;172049,84;SI ES;0
15609653;614;44;6;133591,11;NO ES;1
15594577;556;35;10;192751,18;SI ES;0
15584114;678;43;2;193828,27;SI ES;0
15673367;587;33;6;55775,72;NO ES;0
15685576;527;36;6;102280,29;SI ES;0
15774727;757;34;1;44965,44;NO ES;0
15694288;468;28;3;170661,02;NO ES;0
15603319;693;29;2;197145,89;NO ES;0
15759066;483;44;5;192359,9;NO ES;1
15814816;466;40;4;141210,18;NO ES;1
15724402;770;30;8;100557,03;NO ES;0
15571059;734;54;3;130805,54;NO ES;1
15674206;716;22;8;92606,98;SI ES;0
15715160;439;36;2;123956,83;SI ES;0
15730448;538;25;5;102758,43;SI ES;0
15662067;743;40;8;94876,65;NO ES;0
15779581;734;43;3;94811,85;SI ES;1
15662901;656;37;2;67840,81;SI ES;0
15689751;666;31;2;4050,57;NO ES;0
15667742;627;41;5;134665,25;SI ES;0
15738448;480;25;3;181647,13;NO ES;0
15680243;792;19;7;33282,84;NO ES;0
15745083;613;59;8;27965;NO ES;1
15708228;476;30;3;68343,53;NO ES;0
15628523;539;24;3;198161,07;SI ES;0
15708196;696;60;8;196858,4;SI ES;0
15735549;810;35;3;120511,03;SI ES;0
15809347;763;32;9;30886,35;NO ES;0
15660866;640;29;3;2743,69;NO ES;0
15766609;655;47;10;167778,62;NO ES;0
15654230;526;31;5;132404,64;NO ES;0
15794566;678;28;4;144423,17;SI ES;1
15800890;554;45;6;181204,5;SI ES;0
15697424;597;30;2;182726,22;SI ES;1
15724536;560;28;1;120880,72;SI ES;0
15735878;850;47;10;26812,89;NO ES;1
15707596;546;74;8;66732,63;SI ES;1
15657163;623;42;1;100834,22;NO ES;0
15622478;698;40;7;107815,31;NO ES;1
15779529;620;32;7;34665,79;SI ES;0
15636023;619;40;10;147093,84;SI ES;1
15582066;561;21;4;36942,35;SI ES;0
15666675;753;39;7;16460,77;SI ES;0
15732987;721;43;3;45610,63;NO ES;0
15789432;451;33;6;184954,11;NO ES;0
15663161;680;51;5;47795,43;NO ES;1
15694879;590;23;7;196789,9;NO ES;0
15593715;634;27;3;173425,68;NO ES;0
15575002;676;29;4;36221,18;NO ES;0
15622171;642;30;8;174738,2;NO ES;0
15795224;760;39;6;67131,3;NO ES;1
15685346;736;26;4;165692,03;SI ES;0
15691808;656;43;7;194691,95;NO ES;0
15721007;776;33;8;129525,5;NO ES;1
15794253;832;34;6;146511,2;SI ES;0
15694453;631;37;9;51752,18;SI ES;0
15813113;795;56;5;35418,69;NO ES;1
15614187;648;39;3;57995,74;SI ES;0
15619407;615;39;4;108152,75;SI ES;0
15646227;682;27;1;166144,98;NO ES;0
15660541;694;34;5;101737,8;NO ES;0
15753874;694;37;10;33326,71;SI ES;0
15617877;607;44;0;81140,09;SI ES;0
15772073;664;48;10;140173,17;NO ES;1
15701537;756;60;2;166513,49;SI ES;1
15736228;645;40;3;103232,6;SI ES;0
15780572;653;30;4;120736,04;NO ES;0
15769596;710;24;2;15832,43;NO ES;1
15586996;697;76;7;188772,45;SI ES;0
15722061;619;41;8;114323,66;NO ES;0
15638003;648;55;1;181534,04;SI ES;0
15775590;482;48;2;102640,52;NO ES;1
15730688;548;28;8;158585,17;SI ES;1
15753102;752;44;6;178722,24;NO ES;0
15810075;648;39;6;153955,38;SI ES;1
15723373;643;34;8;65374,86;NO ES;0
15795298;573;35;9;102986,15;SI ES;0
15584320;686;39;3;136643,84;NO ES;0
15724161;644;40;9;77063,63;NO ES;1
15750056;702;29;6;9633,01;SI ES;0
15609637;652;51;7;43496,36;SI ES;0
15794493;641;32;7;24267,28;SI ES;0
15569641;692;41;8;59354,24;NO ES;1
15815236;574;34;5;28269,86;NO ES;0
15811177;643;31;3;143162,34;NO ES;0
15680587;834;23;4;20199,3;NO ES;0
15672821;591;28;5;48606,92;SI ES;0
15767681;470;34;9;89013,67;SI ES;0
15600379;608;34;7;59890,29;SI ES;0
15801336;649;37;8;106655,88;SI ES;1
15721592;665;38;5;156439,56;NO ES;0
15581282;651;39;6;24176,44;NO ES;0
15746203;555;62;4;43507,1;SI ES;1
15583137;637;48;7;132005,85;SI ES;1
15680752;675;49;0;80496,71;SI ES;1
15688172;677;40;5;88947,56;NO ES;0
15791373;850;35;2;12639,67;NO ES;1
15589449;815;56;3;94248,16;SI ES;1
15692819;665;32;1;11865,76;NO ES;0
15727467;485;27;3;141449,86;NO ES;0
15734312;577;43;6;149457,81;SI ES;0
15764604;586;35;7;119814,25;NO ES;1
15613014;722;29;1;24924,92;NO ES;0
15759684;528;27;7;139481,53;SI ES;0
15609669;542;39;4;41268,65;SI ES;0
15685536;552;34;5;1351,41;SI ES;0
15750447;678;60;10;147489,76;NO ES;1
15663249;575;37;9;111175,09;NO ES;0
15638646;669;43;1;95963,14;SI ES;0
15734161;636;43;6;43128,95;NO ES;0
15631070;667;55;9;137674,96;SI ES;1
15761950;652;45;9;153383,54;SI ES;1
15649668;637;36;10;96660,76;SI ES;0
15713912;516;45;8;115818,16;SI ES;0
